"Signal","Type","DataType","Deprecated","Complex","Unit","Min","Max","Desc","Enum","Id"
"Vehicle.Chassis.Trailer","branch","","V2.1 moved to Vehicle.Trailer","false","","","","Trailer signals","","228ce19986db5ce383fa5725fcb6b01b"
"Vehicle.Chassis.Trailer.Connected","sensor","boolean","V2.1 moved to Vehicle.Trailer.Connected","false","","","","Signal indicating if trailer is connected or not.","","00894266101c534fbcc4a6fb6d3a497a"
"Vehicle.OBD","branch","","","false","","","","OBD data.","","7ad7c512ed5d52c8b31944d2d47a4bc3"
"Vehicle.OBD.PidsA","sensor","uint32","","false","","","","PID 00 - Bit array of the supported pids 01 to 20","","ba1c1b9034955d2d97249c3b4516beef"
"Vehicle.OBD.Status","branch","","","false","","","","PID 01 - OBD status","","474f58e593ee5bfebbb9c6ce4a453f96"
"Vehicle.OBD.Status.MIL","sensor","boolean","","false","","","","Malfunction Indicator Light (MIL) False = Off, True = On","","5cfe08ba057c56b18ea55978d33f2390"
"Vehicle.OBD.Status.DTCCount","sensor","uint8","","false","","","","Number of sensor Trouble Codes (DTC)","","4afdf65e788c5f69baf682597e69fb67"
"Vehicle.OBD.Status.IgnitionType","sensor","string","","false","","","","Type of the ignition for ICE - spark = spark plug ignition, compression = self-igniting (Diesel engines)","['spark', 'compression']","7ffd71caac8e5bd18f93366afdfe534d"
"Vehicle.OBD.DTCList","sensor","string[]","","false","","","","List of currently active DTCs formatted according OBD II (SAE-J2012DA_201812) standard ([P|C|B|U]XXXXX )","","eee1b64e69845d5ab5e793b74631f9dc"
"Vehicle.OBD.FreezeDTC","sensor","string","","false","","","","PID 02 - DTC that triggered the freeze frame","","5b87fae8dda4522aae209ae528960782"
"Vehicle.OBD.FuelStatus","sensor","string","","false","","","","PID 03 - Fuel status","","15fa2f3f667a5f5786eda5c83435ef16"
"Vehicle.OBD.EngineLoad","sensor","float","","false","percent","","","PID 04 - Engine load in percent - 0 = no load, 100 = full load","","a8fda8a1b4c6534aa49c447bafc1c700"
"Vehicle.OBD.CoolantTemperature","sensor","float","","false","celsius","","","PID 05 - Coolant temperature","","824892cdc72d5f92a38ef3136576edc8"
"Vehicle.OBD.ShortTermFuelTrim1","sensor","float","","false","percent","","","PID 06 - Short Term (immediate) Fuel Trim - Bank 1 - negative percent leaner, positive percent richer","","569c983874335fb392d4e82a002654cb"
"Vehicle.OBD.LongTermFuelTrim1","sensor","float","","false","percent","","","PID 07 - Long Term (learned) Fuel Trim - Bank 1 - negative percent leaner, positive percent richer","","1c203b11667150f0b4ee1be26a60c084"
"Vehicle.OBD.ShortTermFuelTrim2","sensor","float","","false","percent","","","PID 08 - Short Term (immediate) Fuel Trim - Bank 2 - negative percent leaner, positive percent richer","","53a39620773a523a8182169027169ec2"
"Vehicle.OBD.LongTermFuelTrim2","sensor","float","","false","percent","","","PID 09 - Long Term (learned) Fuel Trim - Bank 2 - negative percent leaner, positive percent richer","","b02aff2efce05632b5694a256e5b9ec7"
"Vehicle.OBD.FuelPressure","sensor","float","","false","kPa","","","PID 0A - Fuel pressure","","34e6b0689f025d7b9bfa1fc49bb30c0f"
"Vehicle.OBD.MAP","sensor","float","","false","kPa","","","PID 0B - Intake manifold pressure","","335991b1b53f56f097fea7b05d4db83b"
"Vehicle.OBD.EngineSpeed","sensor","float","","false","rpm","","","PID 0C - Engine speed measured as rotations per minute","","b682eea93b3e5874ab3b52e95a1fad37"
"Vehicle.OBD.Speed","sensor","float","","false","km/h","","","PID 0D - Vehicle speed","","91ed0bb43eb054759813cd784b071764"
"Vehicle.OBD.TimingAdvance","sensor","float","","false","degrees","","","PID 0E - Time advance","","35533b7e327d5f839b17c932b630767c"
"Vehicle.OBD.IntakeTemp","sensor","float","","false","celsius","","","PID 0F - Intake temperature","","7c108305178b5854b430a23e125588bd"
"Vehicle.OBD.MAF","sensor","float","","false","g/s","","","PID 10 - Grams of air drawn into engine per second","","f3acdf89fb865313883d5d3126f15518"
"Vehicle.OBD.ThrottlePosition","sensor","float","","false","percent","","","PID 11 - Throttle position - 0 = closed throttle, 100 = open throttle","","ec1d372020205bb4a846a014b33801e1"
"Vehicle.OBD.AirStatus","sensor","string","","false","","","","PID 12 - Secondary air status","","548f65bf59ed505a86dfaa1c33342e4d"
"Vehicle.OBD.O2","branch","","","false","","","","PID 13 - Presence of oxygen sensors for the banks","","31f007df72af50f0925d2b4647682a4d"
"Vehicle.OBD.O2.Bank1","branch","","","false","","","","Oxygen sensors on bank 1, at most 4 sensors per bank","","6371b791e2905d57ad4591c1d542cefd"
"Vehicle.OBD.O2.Bank1.Sensor1","branch","","","false","","","","Oxygen sensor","","40e2cdba61b15e1e99405857e4d32b6e"
"Vehicle.OBD.O2.Bank1.Sensor1.Voltage","sensor","float","","false","V","","","PID 14 - Sensor voltage","","3d9d4bfdf5bb506891612b7dbc044b81"
"Vehicle.OBD.O2.Bank1.Sensor2","branch","","","false","","","","Oxygen sensor","","32311bd7b77158a2b3622ca3075ce34a"
"Vehicle.OBD.O2.Bank1.Sensor2.Voltage","sensor","float","","false","V","","","PID 15 - Sensor voltage","","2bb19dbdf64d5d438e19d220606565cf"
"Vehicle.OBD.O2.Bank1.Sensor3","branch","","","false","","","","Oxygen sensor","","4640f8cb80de54bab3036cf51af9a8f8"
"Vehicle.OBD.O2.Bank1.Sensor3.Voltage","sensor","float","","false","V","","","PID 16 - Sensor voltage","","7749913f77ec5f84942e5d4bad97b398"
"Vehicle.OBD.O2.Bank1.Sensor4","branch","","","false","","","","Oxygen sensor","","0596ec385da658578217391e0ecaa5af"
"Vehicle.OBD.O2.Bank1.Sensor4.Voltage","sensor","float","","false","V","","","PID 17 - Sensor voltage","","3ddcc11605bd57958a6ab7040980388b"
"Vehicle.OBD.O2.Bank2","branch","","","false","","","","Oxygen sensors on bank 2, at most 4 sensors per bank","","9bfda6c2db5b59a0930a8685c74c29ba"
"Vehicle.OBD.O2.Bank2.Sensor1","branch","","","false","","","","Oxygen sensor","","22a8aa72fd70503f82bd0c14a35770fc"
"Vehicle.OBD.O2.Bank2.Sensor1.Voltage","sensor","float","","false","V","","","PID 18 - Sensor voltage","","ff69ddba35d9527b91ee1f02f8e547e7"
"Vehicle.OBD.O2.Bank2.Sensor2","branch","","","false","","","","Oxygen sensor","","75bb1896ea305fc89d9b05021c3cadbd"
"Vehicle.OBD.O2.Bank2.Sensor2.Voltage","sensor","float","","false","V","","","PID 19 - Sensor voltage","","8b621b72cff35ece97b9b0b1918f4c82"
"Vehicle.OBD.O2.Bank2.Sensor3","branch","","","false","","","","Oxygen sensor","","e6839701a84c59a3ae377abee2890567"
"Vehicle.OBD.O2.Bank2.Sensor3.Voltage","sensor","float","","false","V","","","PID 1A - Sensor voltage","","5b2ccfaf65265ce6a81dcd9d76e42224"
"Vehicle.OBD.O2.Bank2.Sensor4","branch","","","false","","","","Oxygen sensor","","a09790dbb4485a6e8ed737b1357878a8"
"Vehicle.OBD.O2.Bank2.Sensor4.Voltage","sensor","float","","false","V","","","PID 1B - Sensor voltage","","3ec914477d23598f9f5915d14db5852e"
"Vehicle.OBD.O2Alt","branch","","","false","","","","PID 1D - Presence of alternate oxygen sensors for the banks","","f8c067bfefd65a5fbb0cd7c7525eb430"
"Vehicle.OBD.O2Alt.Bank1","branch","","","false","","","","Alternate oxygen sensors on bank 1, at most 4 sensors per bank","","788b4a8ac02457eab7beb1036eedc388"
"Vehicle.OBD.O2Alt.Bank1.Sensor1","branch","","","false","","","","Alternate oxygen sensor","","340eb17fd0445c8486f9b3bc20bb0946"
"Vehicle.OBD.O2Alt.Bank1.Sensor2","branch","","","false","","","","Alternate oxygen sensor","","d80aedb9fbdb538aa3dddce56258c960"
"Vehicle.OBD.O2Alt.Bank1.Sensor3","branch","","","false","","","","Alternate oxygen sensor","","e13e1993d48c5d6e8897b1c27311ae7f"
"Vehicle.OBD.O2Alt.Bank1.Sensor4","branch","","","false","","","","Alternate oxygen sensor","","cf55906c0eb9588fa33298e10ca1ca9b"
"Vehicle.OBD.O2Alt.Bank2","branch","","","false","","","","Alternate oxygen sensors on bank 2, at most 4 sensors per bank","","63ebe2202700525a926f5a1457b4fdb8"
"Vehicle.OBD.O2Alt.Bank2.Sensor1","branch","","","false","","","","Alternate oxygen sensor","","58d80358757859bda05da760c28a1706"
"Vehicle.OBD.O2Alt.Bank2.Sensor2","branch","","","false","","","","Alternate oxygen sensor","","6b4b0c27cf9e5c999ef973578175cc25"
"Vehicle.OBD.O2Alt.Bank2.Sensor3","branch","","","false","","","","Alternate oxygen sensor","","0e8d6a2dd18554e89cfa73fb4c302c9d"
"Vehicle.OBD.O2Alt.Bank2.Sensor4","branch","","","false","","","","Alternate oxygen sensor","","513c442582515c2d85b1f7e33d891d41"
"Vehicle.OBD.AuxInputStatus","sensor","boolean","","false","","","","PID 1E - Auxiliary input status (power take off)","","6e0b531c320e50d59fb46e98df17620a"
"Vehicle.OBD.RunTime","sensor","float","","false","s","","","PID 1F - Engine run time","","acf70773752256d1a227ab48257624b5"
"Vehicle.OBD.PidsB","sensor","uint32","","false","","","","PID 20 - Bit array of the supported pids 21 to 40","","00193c560a0a5525baa45681e07b50f6"
"Vehicle.OBD.DistanceWithMIL","sensor","float","","false","km","","","PID 21 - Distance traveled with MIL on","","a9a522e343f25522b08f11e81bb91349"
"Vehicle.OBD.FuelRailPressureVac","sensor","float","","false","kPa","","","PID 22 - Fuel rail pressure relative to vacuum","","b3b0adf44aa3572fa07e7434993e6458"
"Vehicle.OBD.FuelRailPressureDirect","sensor","float","","false","kPa","","","PID 23 - Fuel rail pressure direct inject","","039cb7bf1a8356a98d09eaf4fc029fe9"
"Vehicle.OBD.O2WR","branch","","","false","","","","Wide range/band oxygen sensors","","a439f2bc16575318afe20d0bc6a8cacf"
"Vehicle.OBD.O2WR.Sensor1","branch","","","false","","","","Wide range/band oxygen sensor 1","","496074cec04a5260b60fd39bb7ed1479"
"Vehicle.OBD.O2WR.Sensor1.Voltage","sensor","float","","false","V","","","PID 24 - Lambda voltage for wide range/band oxygen sensor 1","","396251cbfa5a57ffb1dd743298dfcdf9"
"Vehicle.OBD.O2WR.Sensor1.Current","sensor","float","","false","A","","","PID 34 - Lambda current for wide range/band oxygen sensor 1","","bb4c70d9d2ae56c8a9a3be446db6f54c"
"Vehicle.OBD.O2WR.Sensor2","branch","","","false","","","","Wide range/band oxygen sensor 2","","079f9960f75d5f399df7ff86fcea8f0c"
"Vehicle.OBD.O2WR.Sensor2.Voltage","sensor","float","","false","V","","","PID 25 - Lambda voltage for wide range/band oxygen sensor 2","","a784675c3b765d42ad023d8ee412be26"
"Vehicle.OBD.O2WR.Sensor2.Current","sensor","float","","false","A","","","PID 35 - Lambda current for wide range/band oxygen sensor 2","","442ab33180ca5028a37a487056ba4a51"
"Vehicle.OBD.O2WR.Sensor3","branch","","","false","","","","Wide range/band oxygen sensor 3","","a8a83d3e33f9584b824088e830bcbaec"
"Vehicle.OBD.O2WR.Sensor3.Voltage","sensor","float","","false","V","","","PID 26 - Lambda voltage for wide range/band oxygen sensor 3","","a78f7621a3f75df2adc1dc940219834a"
"Vehicle.OBD.O2WR.Sensor3.Current","sensor","float","","false","A","","","PID 36 - Lambda current for wide range/band oxygen sensor 4","","c942468e349e5aaebde4d90ee0bc3814"
"Vehicle.OBD.O2WR.Sensor4","branch","","","false","","","","Wide range/band oxygen sensor 4","","bb67047ddad158ba98876a6a87d02e97"
"Vehicle.OBD.O2WR.Sensor4.Voltage","sensor","float","","false","V","","","PID 27 - Lambda voltage for wide range/band oxygen sensor 4","","abeca90ba22d5c32a34ee907cedf3192"
"Vehicle.OBD.O2WR.Sensor4.Current","sensor","float","","false","A","","","PID 37 - Lambda current for wide range/band oxygen sensor 4","","f16b31fde63a516db04cb44feaa7c27b"
"Vehicle.OBD.O2WR.Sensor5","branch","","","false","","","","Wide range/band oxygen sensor 5","","01c4160d39af5db59c66db844646195e"
"Vehicle.OBD.O2WR.Sensor5.Voltage","sensor","float","","false","V","","","PID 28 - Lambda voltage for wide range/band oxygen sensor 5","","699c4db2439f51af8465e823687018b8"
"Vehicle.OBD.O2WR.Sensor5.Current","sensor","float","","false","A","","","PID 38 - Lambda current for wide range/band oxygen sensor 5","","40494cb5826554929f5ecadd5b9173fd"
"Vehicle.OBD.O2WR.Sensor6","branch","","","false","","","","Wide range/band oxygen sensor 6","","cff12c30bde957798daaa3a91758b48b"
"Vehicle.OBD.O2WR.Sensor6.Voltage","sensor","float","","false","V","","","PID 29 - Lambda voltage for wide range/band oxygen sensor 6","","304c181c76d55c3abe75382a935c7bde"
"Vehicle.OBD.O2WR.Sensor6.Current","sensor","float","","false","A","","","PID 39 - Lambda current for wide range/band oxygen sensor 6","","06a38b6b4784545bb637279e96d48eb5"
"Vehicle.OBD.O2WR.Sensor7","branch","","","false","","","","Wide range/band oxygen sensor 7","","44459df1f25f5d43a07b00f2bad65ef5"
"Vehicle.OBD.O2WR.Sensor7.Voltage","sensor","float","","false","V","","","PID 2A - Lambda voltage for wide range/band oxygen sensor 7","","0ad1d79dcce65c00ac48421b5b54ca0e"
"Vehicle.OBD.O2WR.Sensor7.Current","sensor","float","","false","A","","","PID 3A - Lambda current for wide range/band oxygen sensor 7","","6ed46315325d540eb95c86ec61eef8e4"
"Vehicle.OBD.O2WR.Sensor8","branch","","","false","","","","Wide range/band oxygen sensor 8","","b8865e72055d52a086f6935d5c188cc1"
"Vehicle.OBD.O2WR.Sensor8.Voltage","sensor","float","","false","V","","","PID 2B - Lambda voltage for wide range/band oxygen sensor 8","","ab7d6c739f025782bba640e58123f0c8"
"Vehicle.OBD.O2WR.Sensor8.Current","sensor","float","","false","A","","","PID 3B - Lambda current for wide range/band oxygen sensor 8","","96de3c3b036c50c2978ab2aa490d4d9e"
"Vehicle.OBD.CommandedEGR","sensor","float","","false","percent","","","PID 2C - Commanded exhaust gas recirculation (EGR)","","0265890a4a695ee6952c9b9f565ddaa5"
"Vehicle.OBD.EGRError","sensor","float","","false","percent","","","PID 2D - Exhaust gas recirculation (EGR) error","","80a7000c5c7b5444b5571a26264061e5"
"Vehicle.OBD.CommandedEVAP","sensor","float","","false","percent","","","PID 2E - Commanded evaporative purge (EVAP) valve","","5e6295d04a9159b88f4698b561b86842"
"Vehicle.OBD.FuelLevel","sensor","float","","false","percent","","","PID 2F - Fuel level in the fuel tank","","fd39813424ee5cd08c44714b35697287"
"Vehicle.OBD.WarmupsSinceDTCClear","sensor","uint8","","false","","","","PID 30 - Number of warm-ups since codes cleared","","a63ba60721785fc591e3dd067c4dc2ae"
"Vehicle.OBD.DistanceSinceDTCClear","sensor","float","","false","km","","","PID 31 - Distance traveled since codes cleared","","0da628e2c69d561eb86216ddcb6e7b2a"
"Vehicle.OBD.EVAPVaporPressure","sensor","float","","false","Pa","","","PID 32 - Evaporative purge (EVAP) system pressure","","70b5dae2ffd0561eab73efed8ad2f0ad"
"Vehicle.OBD.BarometricPressure","sensor","float","","false","kPa","","","PID 33 - Barometric pressure","","1966bfff4d235767bfd9a21afb445ac7"
"Vehicle.OBD.Catalyst","branch","","","false","","","","Catalyst signals","","4eb0b191d6445de081f3f3f759af31c2"
"Vehicle.OBD.Catalyst.Bank1","branch","","","false","","","","Catalyst bank 1 signals","","0c3aaf014ba95b938b639d4202ef8b25"
"Vehicle.OBD.Catalyst.Bank1.Temperature1","sensor","float","","false","celsius","","","PID 3C - Catalyst temperature from bank 1, sensor 1","","5a770f13939e5d069682d408f160a895"
"Vehicle.OBD.Catalyst.Bank1.Temperature2","sensor","float","","false","celsius","","","PID 3E - Catalyst temperature from bank 1, sensor 2","","ca9419a5d23b5937af23b51d823722fa"
"Vehicle.OBD.Catalyst.Bank2","branch","","","false","","","","Catalyst bank 2 signals","","9a20459754755146a3b9608bf6384835"
"Vehicle.OBD.Catalyst.Bank2.Temperature1","sensor","float","","false","celsius","","","PID 3D - Catalyst temperature from bank 2, sensor 1","","011658e4ee89502c9a33877c92dbf888"
"Vehicle.OBD.Catalyst.Bank2.Temperature2","sensor","float","","false","celsius","","","PID 3F - Catalyst temperature from bank 2, sensor 2","","f60c68f0ebca5fcf97086ce04e16d661"
"Vehicle.OBD.PidsC","sensor","uint32","","false","","","","PID 40 - Bit array of the supported pids 41 to 60","","7c3a3f0ecc5d593aa996892668afe4b0"
"Vehicle.OBD.DriveCycleStatus","branch","","","false","","","","PID 41 - OBD status for the current drive cycle","","5215e28062f75154822789b8a5f30630"
"Vehicle.OBD.DriveCycleStatus.MIL","sensor","boolean","","false","","","","Malfunction Indicator Light (MIL) - False = Off, True = On","","7ce9859f21205e7f8876a10331fe6be7"
"Vehicle.OBD.DriveCycleStatus.DTCCount","sensor","uint8","","false","","","","Number of sensor Trouble Codes (DTC)","","312856f746ff560e8098c19196964d3b"
"Vehicle.OBD.DriveCycleStatus.IgnitionType","sensor","string","","false","","","","Type of the ignition for ICE - spark = spark plug ignition, compression = self-igniting (Diesel engines)","['spark', 'compression']","1aeb7b6d025f5a8693104824abaa1c49"
"Vehicle.OBD.ControlModuleVoltage","sensor","float","","false","V","","","PID 42 - Control module voltage","","59e072b932605ffc88a299c874d885c4"
"Vehicle.OBD.AbsoluteLoad","sensor","float","","false","percent","","","PID 43 - Absolute load value","","b3dd889a42ce5de9a7904b7196ae325c"
"Vehicle.OBD.CommandedEquivalenceRatio","sensor","float","","false","ratio","","","PID 44 - Commanded equivalence ratio","","104e39e816f65fa791d0afa24603292b"
"Vehicle.OBD.RelativeThrottlePosition","sensor","float","","false","percent","","","PID 45 - Relative throttle position","","54ecf7dd671c5053aac4bc1bb061d64b"
"Vehicle.OBD.AmbientAirTemperature","sensor","float","","false","celsius","","","PID 46 - Ambient air temperature","","220a90f183c5583ea8b8b6454d774517"
"Vehicle.OBD.ThrottlePositionB","sensor","float","","false","percent","","","PID 47 - Absolute throttle position B","","701712a565ed5bf8b6630487a7152c87"
"Vehicle.OBD.ThrottlePositionC","sensor","float","","false","percent","","","PID 48 - Absolute throttle position C","","06f162dc00a85f628f9d5d1bc952665c"
"Vehicle.OBD.AcceleratorPositionD","sensor","float","","false","percent","","","PID 49 - Accelerator pedal position D","","7e63256081ac5a7b8a28a6fa3c2c2ff9"
"Vehicle.OBD.AcceleratorPositionE","sensor","float","","false","percent","","","PID 4A - Accelerator pedal position E","","4104e7fc25355e25b4522d233565d84b"
"Vehicle.OBD.AcceleratorPositionF","sensor","float","","false","percent","","","PID 4B - Accelerator pedal position F","","95f5c2a209a857ff930e2f8e32ac2d3f"
"Vehicle.OBD.ThrottleActuator","sensor","float","","false","percent","","","PID 4C - Commanded throttle actuator","","49a19905a1005ee3abe0c0a84d7112d1"
